county_id,county_name,population,population_change,num_born,num_dead,birth_excess,total_immigration,internal_immigration,swedish_immigration,foreign_immigration,total_emigration,internal_emmigration,swedish_emigration,foreign_emigration,total_net_migration,internal_migration,swedish_migration,foreign_migration
1082,Karlshamn                                         ,32 209,-19,86,94,-8,409,121,222,66,416,89,312,15,-7,32,-90,51
1080,Karlskrona                                        ,66 608,261,188,151,37,1 150,125,731,294,927,116,748,63,223,9,-17,231
1060,Olofström                                         ,13 462,50,38,38,0,261,38,166,57,214,65,146,3,47,-27,20,54
1081,Ronneby                                           ,29 597,82,98,66,32,408,123,167,118,362,139,212,11,46,-16,-45,107
1083,Sölvesborg                                        ,17 491,16,38,56,-18,221,55,136,30,191,53,130,8,30,2,6,22
1260,Bjuv                                              ,15 356,26,35,32,3,371,271,55,45,342,269,58,15,29,2,-3,30
1272,Bromölla                                          ,12 677,29,36,35,1,190,89,81,20,171,65,102,4,19,24,-21,16
1231,Burlöv                                            ,17 954,176,56,33,23,612,462,56,94,454,354,63,37,158,108,-7,57
1278,Båstad                                            ,14 748,98,25,32,-7,332,125,159,48,228,106,102,20,104,19,57,28
1285,Eslöv                                             ,33 124,32,96,76,20,589,380,115,94,575,421,123,31,14,-41,-8,63
1283,Helsingborg                                       ,142 793,672,434,299,135,2 711,1 129,841,741,2 193,1 224,712,257,518,-95,129,484
1293,Hässleholm                                        ,51 897,4,142,134,8,761,366,229,166,767,436,279,52,-6,-70,-50,114
1284,Höganäs                                           ,26 055,126,51,69,-18,496,291,108,97,357,207,117,33,139,84,-9,64
1266,Hörby                                             ,15 481,103,54,37,17,320,212,70,38,238,185,38,15,82,27,32,23
1267,Höör                                              ,16 423,123,54,37,17,388,299,50,39,280,198,68,14,108,101,-18,25
1276,Klippan                                           ,17 364,12,51,35,16,325,191,72,62,332,234,79,19,-7,-43,-7,43
1290,Kristianstad                                      ,83 975,313,253,175,78,1 207,555,419,233,978,476,433,69,229,79,-14,164
1261,Kävlinge                                          ,30 755,103,89,59,30,530,410,45,75,462,335,98,29,68,75,-53,46
1282,Landskrona                                        ,45 161,283,177,108,69,921,505,196,220,713,425,193,95,208,80,3,125
1262,Lomma                                             ,24 205,139,54,39,15,484,323,95,66,358,255,75,28,126,68,20,38
1281,Lund                                              ,121 014,1 960,300,172,128,4 866,1 617,1 923,1 326,3 029,1 428,1 255,346,1 837,189,668,980
1280,Malmö                                             ,332 534,1 333,1 257,578,679,6 755,2 378,2 072,2 305,6 130,3 312,1 819,999,625,-934,253,1 306
1273,Osby                                              ,13 131,-38,44,33,11,206,82,88,36,259,122,130,7,-53,-40,-42,29
1275,Perstorp                                          ,7 375,1,25,22,3,176,90,34,52,182,117,49,16,-6,-27,-15,36
1291,Simrishamn                                        ,19 387,-19,47,66,-19,365,175,121,69,365,242,113,10,0,-67,8,59
1265,Sjöbo                                             ,18 973,85,49,53,-4,384,269,59,56,293,206,67,20,91,63,-8,36
1264,Skurup                                            ,15 553,82,43,33,10,344,224,69,51,273,197,49,27,71,27,20,24
1230,Staffanstorp                                      ,24 112,184,76,35,41,509,372,47,90,368,272,68,28,141,100,-21,62
1214,Svalöv                                            ,14 000,113,39,32,7,395,230,108,57,294,232,45,17,101,-2,63,40
1263,Svedala                                           ,21 022,81,46,36,10,404,339,33,32,339,271,51,17,65,68,-18,15
1270,Tomelilla                                         ,13 367,26,30,41,-11,261,165,64,32,225,171,52,2,36,-6,12,30
1287,Trelleborg                                        ,44 521,207,144,97,47,703,440,124,139,553,381,141,31,150,59,-17,108
1233,Vellinge                                          ,35 550,141,78,64,14,595,429,90,76,469,298,121,50,126,131,-31,26
1286,Ystad                                             ,29 696,85,71,67,4,565,378,110,77,492,333,130,29,73,45,-20,48
1277,Åstorp                                            ,15 749,121,41,24,17,440,272,80,88,338,283,49,6,102,-11,31,82
1292,Ängelholm                                         ,41 801,67,124,104,20,719,363,219,137,677,389,232,56,42,-26,-13,81
1257,Örkelljunga                                       ,10 009,32,25,26,-1,263,149,72,42,223,134,72,17,40,15,0,25
1256,Östra Göinge                                      ,14 653,69,40,36,4,360,192,90,78,300,194,88,18,60,-2,2,60
1382,Falkenberg                                        ,44 121,135,123,97,26,648,157,366,125,555,160,361,34,93,-3,5,91
1380,Halmstad                                          ,99 443,508,296,213,83,1 786,285,1 088,413,1 378,280,1 022,76,408,5,66,337
1315,Hylte                                             ,10 988,-6,38,21,17,202,73,70,59,227,99,119,9,-25,-26,-49,50
1384,Kungsbacka                                        ,81 590,356,194,143,51,1 327,81,1 085,161,1 029,122,822,85,298,-41,263,76
1381,Laholm                                            ,24 997,144,66,44,22,443,127,236,80,330,105,206,19,113,22,30,61
1383,Varberg                                           ,62 590,249,188,139,49,842,177,573,92,651,134,478,39,191,43,95,53
1440,Ale                                               ,29 979,136,95,63,32,584,481,63,40,487,374,98,15,97,107,-35,25
