county_id,county_name,population,population_change,num_born,num_dead,birth_excess,total_immigration,internal_immigration,swedish_immigration,foreign_immigration,total_emigration,internal_emmigration,swedish_emigration,foreign_emigration,total_net_migration,internal_migration,swedish_migration,foreign_migration
2403,Bjurholm                                          ,2 448,-6,19,24,-5,78,33,32,13,80,47,29,4,-2,-14,3,9
2425,Dorotea                                           ,2 657,-62,10,42,-32,101,28,51,22,133,43,85,5,-32,-15,-34,17
2481,Lycksele                                          ,12 292,105,113,120,-7,485,195,158,132,380,201,167,12,105,-6,-9,120
2418,Malå                                              ,3 123,23,24,29,-5,119,43,23,53,91,53,36,2,28,-10,-13,51
2401,Nordmaling                                        ,7 158,26,56,64,-8,298,140,91,67,265,158,103,4,33,-18,-12,63
2417,Norsjö                                            ,4 088,-37,27,48,-21,126,50,44,32,142,89,50,3,-16,-39,-6,29
2409,Robertsfors                                       ,6 787,3,48,60,-12,276,152,94,30,260,171,78,11,16,-19,16,19
2482,Skellefteå                                        ,72 638,372,608,604,4,2 065,427,920,718,1 726,517,1 133,76,339,-90,-213,642
2422,Sorsele                                           ,2 544,9,18,27,-9,145,38,64,43,127,63,61,3,18,-25,3,40
2421,Storuman                                          ,5 893,-6,46,66,-20,227,82,95,50,211,89,117,5,16,-7,-22,45
2480,Umeå                                              ,124 675,1 783,1 169,648,521,6 272,1 309,3 825,1 138,5 027,920,3 735,372,1 245,389,90,766
2462,Vilhelmina                                        ,6 789,-16,31,70,-39,238,84,93,61,216,102,109,5,22,-18,-16,56
2404,Vindeln                                           ,5 410,-3,35,61,-26,265,113,86,66,248,155,84,9,17,-42,2,57
2460,Vännäs                                            ,8 739,44,79,62,17,406,256,91,59,380,273,104,3,26,-17,-13,56
2463,Åsele                                             ,2 826,-49,23,37,-14,152,44,73,35,185,113,67,5,-33,-69,6,30
2506,Arjeplog                                          ,2 829,-47,21,31,-10,82,22,43,17,119,28,88,3,-37,-6,-45,14
2505,Arvidsjaur                                        ,6 452,10,54,59,-5,269,72,132,65,257,80,164,13,12,-8,-32,52
2582,Boden                                             ,28 073,31,206,225,-19,1 165,431,350,384,1 157,458,662,37,8,-27,-312,347
2523,Gällivare                                         ,17 875,-81,170,183,-13,491,145,178,168,567,231,309,27,-76,-86,-131,141
2583,Haparanda                                         ,9 740,-124,52,85,-33,368,84,144,140,458,130,213,115,-90,-46,-69,25
2510,Jokkmokk                                          ,5 105,0,36,51,-15,289,75,71,143,277,113,159,5,12,-38,-88,138
2514,Kalix                                             ,16 214,-9,117,176,-59,598,237,169,192,551,233,278,40,47,4,-109,152
2584,Kiruna                                            ,23 178,11,185,198,-13,947,198,327,422,930,305,590,35,17,-107,-263,387
2580,Luleå                                             ,77 307,537,575,527,48,3 247,1 027,1 683,537,2 768,758,1 892,118,479,269,-209,419
2521,Pajala                                            ,6 047,-69,43,70,-27,263,97,62,104,311,124,169,18,-48,-27,-107,86
2581,Piteå                                             ,42 124,220,330,343,-13,1 545,516,622,407,1 326,397,880,49,219,119,-258,358
2560,Älvsbyn                                           ,8 257,64,55,80,-25,368,141,95,132,286,151,123,12,82,-10,-28,120
2513,Överkalix                                         ,3 391,13,21,45,-24,165,64,28,73,133,85,46,2,32,-21,-18,71
2518,Övertorneå                                        ,4 488,-46,23,50,-27,177,65,61,51,196,81,81,34,-19,-16,-20,17
